embark_ID,Accession_num,Artist,Printer,Title,Year_Made,Year_Acqd,Media,Media_AAT,Dimensions,Label,Credit_Line,Notes
4527,1995.482,Alex Katz,,Four Circling Sharks,20th century,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",4 3/4 in. x 5 1/4 in. (12.07 cm x 13.34 cm),,Gift of the Artist,
4528,1995.483,Alex Katz,,Boat,1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",5 in. x 5 1/4 in. (12.7 cm x 13.34 cm),,Gift of the Artist,
4529,1995.484,Alex Katz,,Whale and Five Roses,1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",2 7/8 in. x 5 1/4 in. (7.3 cm x 13.34 cm),,Gift of the Artist,
4530,1995.485,Alex Katz,,Workbench with Bird,20th century,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",3 1/4 in. x 5 3/8 in. (8.26 cm x 13.65 cm),,Gift of the Artist,
4531,1995.486,Alex Katz,,Whale Spouting and Attacker,1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",7 3/8 in. x 5 1/4 in. (18.73 cm x 13.34 cm),,Gift of the Artist,
4532,1995.487,Alex Katz,,Angry Man with a Wooden Leg,1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",8 in. x 5 1/4 in. (20.32 cm x 13.34 cm),,Gift of the Artist,
4533,1995.488,Alex Katz,,Two Boats,1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",8 1/8 in. x 5 1/4 in. (20.64 cm x 13.34 cm),,Gift of the Artist,
4534,1995.489,Alex Katz,,"Houses in the Rain, One Man Walking",1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",8 in. x 5 1/8 in. (20.32 cm x 13.02 cm),,Gift of the Artist,
4535,1995.490,Alex Katz,,Men in a Bar,1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",8 in. x 5 1/4 in. (20.32 cm x 13.34 cm),,Gift of the Artist,
4536,1995.491,Alex Katz,,Boat with One Man Falling Overboard,1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",8 in. x 5 1/4 in. (20.32 cm x 13.34 cm),,Gift of the Artist,
4537,1995.492,Alex Katz,,"Title, Author, and Artist",1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",2 in. x 2 1/2 in. (5.08 cm x 6.35 cm),,Gift of the Artist,
4538,1995.493,Alex Katz,,Man Lying On Boat,1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",3 3/8 in. x 5 1/4 in. (8.57 cm x 13.34 cm),,Gift of the Artist,
4539,1995.494,Alex Katz,,Whale Knocking Boat in the Air,1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",3 1/8 in. x 5 1/4 in. (7.94 cm x 13.34 cm),,Gift of the Artist,
4540,1995.495,Alex Katz,,Three Angry Fish,1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",1 1/2 in. x 5 1/4 in. (3.81 cm x 13.34 cm),,Gift of the Artist,
4541,1995.496,Alex Katz,,"Boat, Iceburgs, and Whale",1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",4 1/8 in. x 5 1/4 in. (10.48 cm x 13.34 cm),,Gift of the Artist,
4542,1995.497,Alex Katz,,Standing Bird,1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",3 in. x 5 1/4 in. (7.62 cm x 13.34 cm),,Gift of the Artist,
4543,1995.498,Alex Katz,,Boat and Three Whales Partly Submerged,20th century,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",2 1/4 in. x 5 1/8 in. (5.72 cm x 13.02 cm),,Gift of the Artist,
4544,1995.499,Alex Katz,,"Three Men Sitting At a Table, One At the Door",1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",8 in. x 5 1/4 in. (20.32 cm x 13.34 cm),,Gift of the Artist,
4545,1995.500,Alex Katz,,"Boat, Men, and a Caught Whale",20th century,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",8 in. x 5 1/4 in. (20.32 cm x 13.34 cm),,Gift of the Artist,
4546,1995.501,Alex Katz,,"Skinny Man and Sailor On Deck, in Front of Island",20th century,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",8 in. x 5 1/4 in. (20.32 cm x 13.34 cm),,Gift of the Artist,
4547,1995.502,Alex Katz,,Harpooned Whale Towing Boat,1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",8 in. x 5 1/4 in. (20.32 cm x 13.34 cm),,Gift of the Artist,
4548,1995.503,Alex Katz,,Sinking Boats and Men Overboard,1948-1949,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",8 in. x 5 1/4 in. (20.32 cm x 13.34 cm),,Gift of the Artist,
4549,1995.504,Alex Katz,,Flying Bird,20th century,1995,Pen and ink on paper,"ink AAT:(300015012), ink AAT:(300015012), paper (fiber product) AAT:(300014109)",4 3/4 in. x 5 1/4 in. (12.07 cm x 13.34 cm),,Gift of the Artist,
4550,1995.505,Alex Katz,,Brooklyn Academy of Music 125th Anniversary Season 1986-87,1986,1995,Screenprint on paper,"screen prints AAT:(300178688), paper (fiber product) AAT:(300014109)",59 1/4 in. x 31 in. (150.5 cm x 78.74 cm),,Gift of the Artist,
4551,1995.506,Alex Katz,,Forest,1992,1995,Aquatint on paper,"aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",30 in. x 67 in. (76.2 cm x 170.18 cm),,Gift of the Artist,
4552,1995.507,Alex Katz,,Big Red Smile,1994,1995,Linocut 10 colors on okawara paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",36 in. x 44 1/2 in. (91.44 cm x 113.03 cm),,Gift of the Artist,
4553,1995.508,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4554,1995.509,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4555,1995.510,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4556,1995.511,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4557,1995.512,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4558,1995.513,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4559,1995.514,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4560,1995.515,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4561,1995.516,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4562,1995.517,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4563,1995.518,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4564,1995.519,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4565,1995.520,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4566,1995.521,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4567,1995.522,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4568,1995.523,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4569,1995.524,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4570,1995.525,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4571,1995.526,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4572,1995.527,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4573,1995.528,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4574,1995.529,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4575,1995.530,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4576,1995.531,Alex Katz,,Untitled From Light As Air Series,1989,1995,Softground etching and aquatint on paper,"soft-ground etchings (visual works) AAT:(300041376), aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/2 in. x 19 3/4 in. (44.45 cm x 50.17 cm),,Gift of the Artist,
4577,1995.532,Alex Katz,,Trees Against Blue Sky,1956,1995,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",32 in. x 48 in. (81.28 cm x 121.92 cm),,Gift of the Artist,
4578,1995.533,Alex Katz,,Frankie and Johnny,1948-1949,1995,Tempera wash? on paper,"tempera AAT:(300015062), paper (fiber product) AAT:(300014109)",7 7/8 in. x 5 1/2 in. (20 cm x 13.97 cm),,Gift of the Artist,
4579,1995.534,Alex Katz,,As I Went A-Walking One Fine Summer's Evening,1948-1949,1995,Tempera wash? on paper,"tempera AAT:(300015062), paper (fiber product) AAT:(300014109)",6 3/8 in. x 5 1/2 in. (16.19 cm x 13.97 cm),,Gift of the Artist,
4580,1995.535,Alex Katz,,Sioux Indians,1948-1949,1995,Tempera wash? on paper,"tempera AAT:(300015062), paper (fiber product) AAT:(300014109)",9 3/8 in. x 10 3/4 in. (23.81 cm x 27.31 cm),,Gift of the Artist,
4581,1995.536,Alex Katz,,Joe Hill,1948-1949,1995,Tempera wash? on paper,"tempera AAT:(300015062), paper (fiber product) AAT:(300014109)",6 1/4 in. x 6 1/4 in. (15.88 cm x 15.88 cm),,Gift of the Artist,
4582,1995.537,Alex Katz,,Saint James Infirmary Blues,1948-1949,1995,Tempera wash? on paper,"tempera AAT:(300015062), paper (fiber product) AAT:(300014109)",9 1/4 in. x 8 1/2 in. (23.5 cm x 21.59 cm),,Gift of the Artist,
4583,1995.538,Alex Katz,,"Oh, Come My Love",1948-1949,1995,Tempera wash? on paper,"tempera AAT:(300015062), paper (fiber product) AAT:(300014109)",5 in. x 4 1/4 in. (12.7 cm x 10.8 cm),,Gift of the Artist,
4584,1995.539,Alex Katz,,Pretty Boy Floyd,1948-1949,1995,Tempera wash? on paper,"tempera AAT:(300015062), paper (fiber product) AAT:(300014109)",7 3/8 in. x 6 7/8 in. (18.73 cm x 17.46 cm),,Gift of the Artist,
4585,1995.540,Alex Katz,,What Shall We Do with a Drunken Sailor?,1948-1949,1995,Tempera wash? on paper,"tempera AAT:(300015062), paper (fiber product) AAT:(300014109)",5 1/2 in. x 4 3/8 in. (13.97 cm x 11.11 cm),,Gift of the Artist,
4586,1995.541,Alex Katz,,Home On the Range,1948-1949,1995,Tempera wash? on paper,"tempera AAT:(300015062), paper (fiber product) AAT:(300014109)",4 1/2 in. x 5 3/8 in. (11.43 cm x 13.65 cm),,Gift of the Artist,
4587,1995.542,Alex Katz,,Illustrations of Nathianel Hawthorne's House of the Seven Gables,1948-1949,1995,Black wash? on paper,"wash (material) AAT:(300011051), paper (fiber product) AAT:(300014109)",10 in. x 6 3/8 in. (25.4 cm x 16.19 cm),,Gift of the Artist,
4588,1995.543,Alex Katz,,Skowhegan,1950,1995,Ink and wash on paper,"ink AAT:(300015012), wash (material) AAT:(300011051), paper (fiber product) AAT:(300014109)",11 1/4 in. x 15 7/8 in. (28.58 cm x 40.32 cm),,Gift of the Artist,
4589,1995.544,Alex Katz,,Lakewood,1951,1995,Ink and brush on paper,"ink AAT:(300015012), brushes (implements) AAT:(300024760), paper (fiber product) AAT:(300014109)",7 in. x 10 in. (17.78 cm x 25.4 cm),,Gift of the Artist,
4590,1995.545,Alex Katz,,Illustrations of Aesops Fables,1946-1947,1995,Paper,paper (fiber product) AAT:(300014109),9 in. x 12 in. (22.86 cm x 30.48 cm),,Gift of the Artist,
4616,1996.026,Alex Katz,,Hudson,1988,1996,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",60 in. x 144 1/4 in. x 1 1/2 in. (152.4 cm x 366.4 cm x 3.81 cm),,Gift of the Artist,
4617,1996.027,Alex Katz,,Pari,1990,1996,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",40 in. x 130 in. (101.6 cm x 330.2 cm),,Gift of the Artist,
4619,1996.029,Alex Katz,Larry Rosen,Luna Park 2,1973,1996,Screenprint 6 colors on Arches Paper,"screen prints AAT:(300178688), Arches paper AAT:(300183989)",40 in. x 30 in. (101.6 cm x 76.2 cm),,Gift of the Artist,Chiron Press
4620,1996.030,Alex Katz,,Black Brook 10,1995,1996,Screenprint on paper mounted on board,"screen prints AAT:(300178688), paper (fiber product) AAT:(300014109), wood board AAT:(300162666)",46 3/4 in. x 35 7/8 in. (118.75 cm x 91.12 cm),,Gift of the Artist,
4621,1996.031,Alex Katz,,View,1996,1996,Woodcut on paper,"woodcuts (prints) AAT:(300041405), paper (fiber product) AAT:(300014109)",18 in. x 21 3/4 in. (45.72 cm x 55.25 cm),,Gift of the Artist,
4629,1996.039,Alex Katz,,Still Life On Table,1954,1996,cut and pasted paper and watercolored paper on paper,"collages (visual works) AAT:(300033963), watercolor (paint) AAT:(300015045), paper (fiber product) AAT:(300014109), watercolor (paint) AAT:(300015045)",6 15/16 in. x 10 in. (17.62 cm x 25.4 cm),,Gift of the Artist,
4630,1996.040,Alex Katz,,Picnic At the Beach,1960,1996,Collage and watercolor on paper,"collages (visual works) AAT:(300033963), watercolor (paint) AAT:(300015045), paper (fiber product) AAT:(300014109)",4 5/8 in. x 5 1/4 in. (11.75 cm x 13.34 cm),,Gift of the Artist,
4631,1996.041,Alex Katz,,White Bathing Cap,1955,1996,Collage and watercolor on paper,"collages (visual works) AAT:(300033963), watercolor (paint) AAT:(300015045), paper (fiber product) AAT:(300014109)",8 in. x 5 in. (20.32 cm x 12.7 cm),,Gift of the Artist,
4632,1996.042,Alex Katz,,Fruits,1957,1996,cut and pasted paper and watercolored paper on paper,"collages (visual works) AAT:(300033963), watercolor (paint) AAT:(300015045), paper (fiber product) AAT:(300014109), watercolor (paint) AAT:(300015045)",8 1/2 in. x 11 in. (21.59 cm x 27.94 cm),,Gift of the Artist,
4633,1996.043,Alex Katz,,House and Barn,1954,1996,Cut and pasted paper and watercolored paper on paper,"collages (visual works) AAT:(300033963), watercolor (paint) AAT:(300015045), paper (fiber product) AAT:(300014109)",8 1/2 in. x 11 in. (21.59 cm x 27.94 cm),,Gift of the Artist,
4634,1996.044,Alex Katz,,Pink Vase,1954,1996,Cut and pasted paper on paper,"collages (visual works) AAT:(300033963), paper (fiber product) AAT:(300014109)",13 3/4 in. x 11 in. (34.93 cm x 27.94 cm),,Gift of the Artist,
4635,1996.045,Alex Katz,,Ernest,1959,1996,Collage on paper,"collages (visual works) AAT:(300033963), paper (fiber product) AAT:(300014109)",3 7/8 in. x 5 5/8 in. (9.84 cm x 14.29 cm),,Gift of the Artist,
4636,1996.046,Alex Katz,Styria Studio,Pas De Deux,1994,1996,"Serigraph/silkscreen, 5 prints on Arches Cover paper","screen prints AAT:(300178688), Arches paper AAT:(300183989)",36 in. x 20 in. (91.44 cm x 50.8 cm),,Gift of the Artist,
4637,1996.047,Alex Katz,Styria Studio,Pas De Deux (5) Prints,1994,1996,Seriograph/silkscreen on Arches Cover Paper,"screen prints AAT:(300178688), Arches paper AAT:(300183989)",36 in. x 20 in. (91.44 cm x 50.8 cm),,Gift of the Artist,
4638,1996.048,Alex Katz,Styria Studio,Pas De Deux (5) Prints,1994,1996,Seriograph/silkscreen on Arches Cover Paper,"screen prints AAT:(300178688), Arches paper AAT:(300183989)",36 in. x 20 in. (91.44 cm x 50.8 cm),,Gift of the Artist,
4639,1996.049,Alex Katz,Styria Studio,Pas De Deux (5) Prints,1994,1996,Seriograph/silkscreen on Arches Cover Paper,"screen prints AAT:(300178688), Arches paper AAT:(300183989)",36 in. x 20 in. (91.44 cm x 50.8 cm),,Gift of the Artist,
4640,1996.050,Alex Katz,Styria Studio,Pas De Deux (5) Prints,1994,1996,Seriograph/silkscreen on Arches Cover Paper,"screen prints AAT:(300178688), Arches paper AAT:(300183989)",36 in. x 20 in. (91.44 cm x 50.8 cm),,Gift of the Artist,
4641,1996.051,Alex Katz,John C. Erickson,Pink Kym,1995,1996,Woodcut on Hosho Paper,"woodcuts (prints) AAT:(300041405), hosho AAT:(300183813)",24 in. x 19 in. (60.96 cm x 48.26 cm),,Gift of the Artist,Published By Ediciones Polig
4642,1996.052,Alex Katz,John C. Erickson,Summer,1993,1996,Woodcut on Hosho paper,"woodcuts (prints) AAT:(300041405), hosho AAT:(300183813)",19 in. x 20 3/4 in. (48.26 cm x 52.71 cm),,Gift of the Artist,Published By The Cooper Union
4643,1996.053,Alex Katz,John C. Erickson,Jessica,1994,1996,Woodcut on Hosho paper,"woodcuts (prints) AAT:(300041405), hosho AAT:(300183813)",13 1/2 in. x 12 1/4 in. (34.29 cm x 31.12 cm),,Gift of the Artist,Published By The Print Club of New York
4644,1996.054,Alex Katz,John C. Erickson,"Stonington, 1954",1994,1996,Woodcut on Kitikata paper,"woodcuts (prints) AAT:(300041405), paper (fiber product) AAT:(300014109)",13 in. x 17 in. (33.02 cm x 43.18 cm),,Gift of the Artist,Published By Artist
4645,1996.055,Alex Katz,Simmelink/Sukimoto Editions,Maria 1,1992,1996,Color aquatint/etching on Somerset Textured Paper,"aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/4 in. x 22 in. (43.82 cm x 55.88 cm),,Gift of the Artist,
4646,1996.056,Alex Katz,Simmelink/Sukimoto Editions,Maria 2,1993,1996,Color aquatint on Somerset Textured Paper,"aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",17 1/8 in. x 21 3/4 in. (43.5 cm x 55.25 cm),,Gift of the Artist,
4647,1996.057,Alex Katz,John C. Erickson,"Bright Light (From Northern Landscape, 1992) Triptych",1992,1996,Triptych color woodcut on Hosho Paper ,"color woodcuts AAT:(300041412), hosho AAT:(300183813)",19 7/8 in. x 15 7/8 in. (50.48 cm x 40.32 cm),,Gift of the Artist,
4648,1996.058,Alex Katz,John C. Erickson,"Night (From Northern Landscape, 1992) Triptych",1992,1996,"Color woodcut, 3 colors on Hosho Paper",color woodcuts AAT:(300041412),19 7/8 in. x 15 7/8 in. (50.48 cm x 40.32 cm),,Gift of the Artist,
4649,1996.059,Alex Katz,John C. Erickson,"Fog (From Northern Landscape, 1992) Triptych",1992,1996,Color woodcut on Hosho Paper,"color woodcuts AAT:(300041412), hosho AAT:(300183813)",19 7/8 in. x 15 7/8 in. (50.48 cm x 40.32 cm),,Gift of the Artist,Published By Chalk An
4650,1996.060,Alex Katz,Styria Studio,Day Lilies,1993,1996,Silkscreen poster on Paper ,"screen prints AAT:(300178688), paper (fiber product) AAT:(300014109), posters AAT:(300027221)",14 in. x 40 in. (35.56 cm x 101.6 cm),,Gift of the Artist,Published By Lincoln Center
4651,1996.061,Alex Katz,,Day Lilies,1993,1996,Aquatint on paper,"aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",14 in. x 39 3/4 in. (35.56 cm x 100.97 cm),,Gift of the Artist,
4652,1996.062,Alex Katz,,Ada,1994,1996,Color silkscreen on Paper,"screen prints AAT:(300178688), paper (fiber product) AAT:(300014109)",26 in. x 26 1/2 in. (66.04 cm x 67.31 cm),,Gift of the Artist,"Printed In Paris, France Published By Medecin Du Monde"
4653,1996.063,Alex Katz,Styria Studio,Grey Dress,1992,1996,Color silkscreen on Arches 100% Rag Paper,"screen prints AAT:(300178688), Arches paper AAT:(300183989)",36 in. x 28 in. (91.44 cm x 71.12 cm),,Gift of the Artist,
4654,1996.064,Alex Katz,Brand X,September Afternoon,1994,1996,"Color silkscreen, 28 colors on Arches Paper","screen prints AAT:(300178688), Arches paper AAT:(300183989)",29 in. x 41 in. (73.66 cm x 104.14 cm),,Gift of the Artist,Published By Very Special Arts
4655,1996.065,Alex Katz,Simmelink/Sukimoto Editions,Alba,1992,1996,"Aquatint, 4 colors on Somerset Textured Paper","aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",34 1/2 in. x 28 in. (87.63 cm x 71.12 cm),,Gift of the Artist,
4656,1996.066,Alex Katz,Simmelink/Sukimoto Editions,Morning,1994,1996,Color aquatint on Somerset Paper,"aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",47 in. x 35 1/8 in. (119.38 cm x 89.22 cm),,Gift of the Artist,
4657,1996.067,Alex Katz,Simmelink/Sukimoto Editions,Rowboat,1993,1996,"Color aquatint with spitbite, 1 color on Somerset Paper","aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",34 in. x 42 1/2 in. (86.36 cm x 107.95 cm),,Gift of the Artist,
4658,1996.068,Alex Katz,Simmelink/Sukimoto Editions,New Year's Eve,1992,1996,"Color aquatint, 4 colors on Somerset Paper","aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",37 3/8 in. x 34 3/8 in. (94.93 cm x 87.31 cm),,Gift of the Artist,
4659,1996.069,Alex Katz,Simmelink/Sukimoto Editions,Woods,1993,1996,"Color aquatint, 6 colors on Somerset Paper","aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",41 1/2 in. x 31 5/8 in. (105.41 cm x 80.33 cm),,Gift of the Artist,
4660,1996.070,Alex Katz,Simmelink/Sukimoto Editions,Margit Smiles,1994,1996,"Color aquatint, 8 colors on Somerset Paper","aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",47 1/2 in. x 34 1/2 in. (120.65 cm x 87.63 cm),,Gift of the Artist,
4661,1996.071,Alex Katz,,Mary Jane (From Suite of Seven),1993,1996,Woodcut on paper,"woodcuts (prints) AAT:(300041405), paper (fiber product) AAT:(300014109)",24 in. x 19 in. (60.96 cm x 48.26 cm),,Gift of the Artist,
4662,1996.072,Alex Katz,,Kym (From Suite of Seven ),1993,1996,Woodcut on paper,"woodcuts (prints) AAT:(300041405), paper (fiber product) AAT:(300014109)",24 in. x 19 in. (60.96 cm x 48.26 cm),,Gift of the Artist,
