embark_ID,Accession_num,Artist,Printer,Title,Year_Made,Year_Acqd,Media,Media_AAT,Dimensions,Label,Credit_Line,Notes
4663,1996.073,Alex Katz,John C. Erickson,Eric (From Suite of Seven),1993,1996,Woodcut in yellow on Hosho paper,woodcuts (prints) AAT:(300041405),24 in. x 19 in. (60.96 cm x 48.26 cm),,Gift of the Artist,Published by Artist
4664,1996.074,Alex Katz,John C. Erickson,Ursula (From Suite of Seven),1993,1996,Woodcut in yellow on Hosho paper,woodcuts (prints) AAT:(300041405),24 in. x 19 in. (60.96 cm x 48.26 cm),,Gift of the Artist,Published by Artist
4665,1996.075,Alex Katz,John C. Erickson,Ada (From Suite of Seven),1993,1996,"Woodcut, in yellow on Hosho paper",woodcuts (prints) AAT:(300041405),24 in. x 19 in. (60.96 cm x 48.26 cm),,Gift of the Artist,Published By Ar
4666,1996.076,Alex Katz,John C. Erickson,Jonas (From Suite of Seven),1993,1996,Woodcut in pink on Hosho paper,woodcuts (prints) AAT:(300041405),24 in. x 19 in. (60.96 cm x 48.26 cm),,Gift of the Artist,Published By Artist
4667,1996.077,Alex Katz,John C. Erickson,Couple (From Suite of Seven),1993,1996,Woodcut in yellow on Hosho paper,"woodcuts (prints) AAT:(300041405), hosho AAT:(300183813)",24 in. x 19 in. (60.96 cm x 48.26 cm),,Gift of the Artist,Published By Artist
4668,1996.078,Alex Katz,,Vivien,1994,1996,Color aquatint on paper,"aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",25 1/2 in. x 25 1/2 in. (64.77 cm x 64.77 cm),,Gift of the Artist,
4669,1996.079,Alex Katz,Simmelink/Sukimoto Editions,Blue Coat,1993,1996,"Aquatint, 6 colors on Somerset Paper","aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",37 in. x 24 in. (93.98 cm x 60.96 cm),,Gift of the Artist,
4670,1996.080,Alex Katz,Simmelink/Sukimoto Editions,January 7,1993,1996,"Color aquatint, 10 colors on Somerset Paper","aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",29 3/4 in. x 39 1/2 in. (75.57 cm x 100.33 cm),,Gift of the Artist,
4671,1996.081,Alex Katz,Simca Print Artists,Black Scarf,1996,1996,Color silkscreen on Arches Paper,"screen prints AAT:(300178688), Arches paper AAT:(300183989)",46 1/2 in. x 31 in. (118.11 cm x 78.74 cm),,Gift of the Artist,
4672,1996.082,Alex Katz,John C. Erickson,Oak,1996,1996,Linocut on Mulberry Paper,"linocuts (prints) AAT:(300041393), mulberry paper AAT:(300183846)",23 in. x 51 3/4 in. (58.42 cm x 131.45 cm),,Gift of the Artist,Published By Artist
4673,1996.083,Alex Katz,,Allen Ginsberg,1985,1996,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",48 in. x 144 in. (121.92 cm x 365.76 cm),,Gift of the Artist,
4674,1996.084,Alex Katz,,Smile Awhile,1983,1996,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",72 in. x 96 in. (182.88 cm x 243.84 cm),,Gift of the Artist,
4675,1996.085,Alex Katz,,Lawn Party,1977,1996,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",78 in. x 144 in. (198.12 cm x 365.76 cm),,Gift of the Artist,
4676,1996.086,Alex Katz,,Vincent,1991,1996,Oil on aluminum,"oil paint (paint) AAT:(300015050), aluminum (metal) AAT:(300011015)",70 3/4 in. x 14 in. (179.71 cm x 35.56 cm),,Gift of the Artist,
4677,1996.087,Alex Katz,,Ada - (Head),1991,1996,Oil on aluminum,"oil paint (paint) AAT:(300015050), aluminum (metal) AAT:(300011015)",66 3/4 in. x 11 7/8 in. (169.55 cm x 30.16 cm),,Gift of the Artist,
4678,1996.088,Alex Katz,Seri Arts,"American Dance Festival, 1993",1993,1996,Silkscreen on Arches 88 Paper,"screen prints AAT:(300178688), Arches paper AAT:(300183989)",36 in. x 60 in. (91.44 cm x 152.4 cm),,Gift of the Artist,Published By American Dance Festival
4679,1996.089,Alex Katz,Styria Studio,Gray Day,1992,1996,"Color silkscreen, 7 colors on Arches 100% Rag Paper","screen prints AAT:(300178688), Arches paper AAT:(300183989)",22 in. x 72 in. (55.88 cm x 182.88 cm),,Gift of the Artist,
4680,1996.090,Alex Katz,Simmelink/Sukimoto Editions,Beach,1992,1996,"Color aquatint, 6 colors on Somerset Satin White 300 Gm Paper","aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",20 3/4 in. x 67 3/4 in. (52.71 cm x 172.09 cm),,Gift of the Artist,
4681,1996.091,Alex Katz,Simmelink/Sukimoto Editions,Black Brook,1992,1996,Aquatint/etching on Somerset Satin White 300 Gm Paper,"aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",30 in. x 67 in. (76.2 cm x 170.18 cm),,Gift of the Artist,
4682,1996.092,Alex Katz,Simmelink/Sukimoto Editions,Wedding Dress,1993,1996,"Color aquatint, 7 colors on Somerset Paper","aquatints (prints) AAT:(300041366), paper (fiber product) AAT:(300014109)",52 in. x 22 1/4 in. (132.08 cm x 56.52 cm),,Gift of the Artist,
4698,1996.107,Alex Katz,,Summer Triptych,1990,1996,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",130 in. x 40 in. (330.2 cm x 101.6 cm),,Gift of the Artist,
4707,1997.007,Alex Katz,,January,1992,1997,"Charcoal, pencil, and dry pigment on paper","charcoal (material) AAT:(300012862), pencils (drawing and writing equipment) AAT:(300022439), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",66 in. x 90 in. (167.64 cm x 228.6 cm),,Gift of the Artist,
4708,1997.008,Alex Katz,,Landscape,1992,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",66 in. x 90 in. (167.64 cm x 228.6 cm),,Gift of the Artist,
4709,1997.009,Alex Katz,,Alba and Francesco,1987,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",94 in. x 48 1/2 in. (238.76 cm x 123.19 cm),,Gift of the Artist,
4710,1997.010,Alex Katz,,Ada in Orange Hat,1988,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",78 3/4 in. x 38 1/2 in. (200.03 cm x 97.79 cm),,Gift of the Artist,
4711,1997.011,Alex Katz,,Ada in Sun,1994,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",54 in. x 36 in. (137.16 cm x 91.44 cm),,Gift of the Artist,
4712,1997.012,Alex Katz,,Red Cap,1989,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",40 in. x 85 1/4 in. (101.6 cm x 216.54 cm),,Gift of the Artist,
4713,1997.013,Alex Katz,,Ada,1991,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",31 3/4 in. x 32 in. (80.65 cm x 81.28 cm),,Gift of the Artist,
4714,1997.014,Alex Katz,,Connie,1988,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",36 in. x 53 1/4 in. (91.44 cm x 135.26 cm),,Gift of the Artist,
4715,1997.015,Alex Katz,,Nabil,1991,1997,"Charcoal, pencil, and dry pigment on paper","charcoal (material) AAT:(300012862), pencils (drawing and writing equipment) AAT:(300022439), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",72 in. x 34 1/2 in. (182.88 cm x 87.63 cm),,Gift of the Artist,
4716,1997.016,Alex Katz,,Green Jacket,1989,1997,"Charcoal, pencil, and dry pigment on paper","charcoal (material) AAT:(300012862), pencils (drawing and writing equipment) AAT:(300022439), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",82 1/2 in. x 48 in. (209.55 cm x 121.92 cm),,Gift of the Artist,
4717,1997.017,Alex Katz,,Marianna,1993,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",72 7/8 in. x 31 1/4 in. (185.1 cm x 79.38 cm),,Gift of the Artist,
4718,1997.018,Alex Katz,,Myrna,1988,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",53 1/2 in. x 42 in. (135.89 cm x 106.68 cm),,Gift of the Artist,
4719,1997.019,Alex Katz,,Junction,1991,1997,"Charcoal, pencil, and dry pigment on paper","charcoal (material) AAT:(300012862), pencils (drawing and writing equipment) AAT:(300022439), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",87 1/4 in. x 42 3/8 in. (221.62 cm x 107.63 cm),,Gift of the Artist,
4720,1997.020,Alex Katz,,Carmen,1991,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",48 1/4 in. x 69 in. (122.56 cm x 175.26 cm),,Gift of the Artist,
4721,1997.021,Alex Katz,,Black Scarf,1996,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",72 in. x 48 in. (182.88 cm x 121.92 cm),,Gift of the Artist,
4722,1997.022,Alex Katz,,Man in White Shirt #5,1996,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",71 3/4 in. x 33 7/8 in. (182.25 cm x 86.04 cm),,Gift of the Artist,
4723,1997.023,Alex Katz,,Man in White Shirt #6,1996,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",71 5/16 in. x 34 1/4 in. (181.19 cm x 87 cm),,Gift of the Artist,
4724,1997.024,Alex Katz,,Man in White Shirt #7,1996,1997,Charcoal and dry pigment on paper,"charcoal (material) AAT:(300012862), pigment AAT:(300013109), paper (fiber product) AAT:(300014109)",72 3/4 in. x 33 3/4 in. (184.79 cm x 85.73 cm),,Gift of the Artist,
4728,1997.028,Alex Katz,,The Ryan Sisters,1981,1997,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",120 in. x 120 in. (304.8 cm x 304.8 cm),,Gift of the Artist,
4732,1997.032,Alex Katz,,Violet Daisies # 2,1966,1997,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",108 in. x 76 in. (274.32 cm x 193.04 cm),,Gift of the Artist,
4733,1997.033,Alex Katz,,Shoreline,1989,1997,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",120 in. x 96 in. (304.8 cm x 243.84 cm),,"Gift of Paul J. Schupf, LL.D. '06, in Memory of Edward H. Turner, H'73",
4741,1997.041,Alex Katz,,Raft,1994,1997,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",96 in. x 120 in. (243.84 cm x 304.8 cm),,Gift of the Artist,
4742,1997.042,Alex Katz,,Tree 2,1991,1997,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",96 in. x 72 in. (243.84 cm x 182.88 cm),,Gift of the Artist,
4754,1997.055,Alex Katz,,Edges,1997,1997,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",12 1/2 in. x 15 in. (31.75 cm x 38.1 cm),,Gift of the Artist,
4755,1997.056,Alex Katz,,Edges,1997,1997,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",12 1/2 in. x 15 in. (31.75 cm x 38.1 cm),,Gift of the Artist,
4756,1997.057,Alex Katz,,Edges,1997,1997,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",12 1/2 in. x 15 in. (31.75 cm x 38.1 cm),,Gift of the Artist,
4757,1997.058,Alex Katz,,Edges,1997,1997,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",12 1/2 in. x 15 in. (31.75 cm x 38.1 cm),,Gift of the Artist,
4758,1997.059,Alex Katz,,Edges,1997,1997,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",12 1/2 in. x 15 in. (31.75 cm x 38.1 cm),,Gift of the Artist,
4759,1997.060,Alex Katz,,Edges,1997,1997,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",12 1/2 in. x 15 in. (31.75 cm x 38.1 cm),,Gift of the Artist,
4760,1997.061,Alex Katz,,Edges,1997,1997,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",12 1/2 in. x 15 in. (31.75 cm x 38.1 cm),,Gift of the Artist,
4761,1997.062,Alex Katz,,Edges,1997,1997,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",12 1/2 in. x 15 in. (31.75 cm x 38.1 cm),,Gift of the Artist,
4762,1997.063,Alex Katz,,Edges,1997,1997,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",12 1/2 in. x 15 in. (31.75 cm x 38.1 cm),,Gift of the Artist,
4763,1997.064,Alex Katz,,Edges,1997,1997,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",12 1/2 in. x 15 in. (31.75 cm x 38.1 cm),,Gift of the Artist,
4764,1997.065,Alex Katz,,Edges,1997,1997,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",12 1/2 in. x 15 in. (31.75 cm x 38.1 cm),,Gift of the Artist,
4765,1997.066,Alex Katz,,Edges,1997,1997,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",12 1/2 in. x 15 in. (31.75 cm x 38.1 cm),,Gift of the Artist,
4766,1997.067,Alex Katz,,Edges,1997,1997,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",12 1/2 in. x 15 in. (31.75 cm x 38.1 cm),,Gift of the Artist,
4937,1999.029,Alex Katz,,Pas De Deux,1983,1999,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",132 in. x 360 in. (335.28 cm x 914.4 cm),,"Gift of Paul J. Schupf, LL.D. '06, in Honor of Hugh J. Gourley III, The Paul J. Schupf Wing",
5185,2003.003,Alex Katz,,Untitled,1985,2003,Acrylic on masonite,"acrylic paint AAT:(300015058), Masonite (TM) AAT:(300014205)",20 1/8 in. x 16 1/8 in. (51.12 cm x 40.96 cm),,Gift of Mr. Owen Wells,
5258,2003.034,Alex Katz,,Impatiens,2001,2003,Linocut on paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",54 in. x 36 1/4 in. (137.16 cm x 92.08 cm),,Gift of the Artist,
5259,2003.035,Alex Katz,,Untitled,1997,2003,Woodblock on paper,"woodcuts (prints) AAT:(300041405), paper (fiber product) AAT:(300014109)",6 7/8 in. x 6 5/8 in. (17.46 cm x 16.83 cm),,Gift of the Artist,
5260,2003.036,Alex Katz,,Black and Gold,1998,2003,Linocut with pochoir on paper,"linocuts (prints) AAT:(300041393), stencils (tools) AAT:(300022777), paper (fiber product) AAT:(300014109)",19 in. x 16 in. (48.26 cm x 40.64 cm),,Gift of the Artist,
5261,2003.037,Alex Katz,,Ocean,1998,2003,"Woodblock, chine colle on paper","woodcuts (prints) AAT:(300041405), paper (fiber product) AAT:(300014109)",15 3/4 in. x 18 in. (40.01 cm x 45.72 cm),,Gift of the Artist,
5262,2003.038,Alex Katz,,Ocean 2,1999,2003,Woodcut on paper,"woodcuts (prints) AAT:(300041405), paper (fiber product) AAT:(300014109)",15 3/4 in. x 18 in. (40.01 cm x 45.72 cm),,Gift of the Artist,
5263,2003.039,Alex Katz,,Dark Eyes,2000,2003,Woodcut on paper,"woodcuts (prints) AAT:(300041405), paper (fiber product) AAT:(300014109)",8 3/4 in. x 10 3/4 in. (22.23 cm x 27.31 cm),,Gift of the Artist,
5264,2003.040,Alex Katz,,Yellow Hat,2000,2003,Woodcut on paper,"woodcuts (prints) AAT:(300041405), paper (fiber product) AAT:(300014109)",22 3/4 in. x 17 3/4 in. (57.79 cm x 45.09 cm),,Gift of the Artist,
5265,2003.041,Alex Katz,,"Untitled (From the Book Thinking, Special Edition, with Poems By Robert Creeley)",2000,2003,Woodcut on paper,"woodcuts (prints) AAT:(300041405), paper (fiber product) AAT:(300014109)",3 15/16 in. x 4 in. (10 cm x 10.16 cm),,Gift of the Artist,
5266,2003.042,Alex Katz,,Landscape,2001,2003,Linocut on paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",16 3/4 in. x 13 7/8 in. (42.55 cm x 35.24 cm),,Gift of the Artist,
5267,2003.043,Alex Katz,,Landscape,2001,2003,Linocut on paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",16 3/4 in. x 13 7/8 in. (42.55 cm x 35.24 cm),,Gift of the Artist,
5268,2003.044,Alex Katz,,Landscape,2001,2003,Linocut on paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",16 3/4 in. x 13 7/8 in. (42.55 cm x 35.24 cm),,Gift of the Artist,
5269,2003.045,Alex Katz,,Landscape,2001,2003,Linocut on paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",16 3/4 in. x 13 7/8 in. (42.55 cm x 35.24 cm),,Gift of the Artist,
5270,2003.046,Alex Katz,,Landscape,2001,2003,Linocut on paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",16 3/4 in. x 13 7/8 in. (42.55 cm x 35.24 cm),,Gift of the Artist,
5271,2003.047,Alex Katz,,Landscape,2001,2003,Linocut on paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",16 3/4 in. x 13 7/8 in. (42.55 cm x 35.24 cm),,Gift of the Artist,
5272,2003.048,Alex Katz,,Landscape,2001,2003,Linocut on paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",16 3/4 in. x 13 7/8 in. (42.55 cm x 35.24 cm),,Gift of the Artist,
5273,2003.049,Alex Katz,,Landscape,2001,2003,Linocut on paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",16 3/4 in. x 13 7/8 in. (42.55 cm x 35.24 cm),,Gift of the Artist,
5274,2003.050,Alex Katz,,Untitled (Tree),2001,2003,Linocut on paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",16 3/4 in. x 13 7/8 in. (42.55 cm x 35.24 cm),,Gift of the Artist,
5275,2003.051,Alex Katz,,Untitled (House),2001,2003,Linocut on paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",16 3/4 in. x 13 7/8 in. (42.55 cm x 35.24 cm),,Gift of the Artist,
5276,2003.052,Alex Katz,,Untitled (Yellow Road),2001,2003,Linocut on paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",16 3/4 in. x 13 7/8 in. (42.55 cm x 35.24 cm),,Gift of the Artist,
5277,2003.053,Alex Katz,,Cloud,2001,2003,Linocut on paper,"linocuts (prints) AAT:(300041393), paper (fiber product) AAT:(300014109)",16 3/4 in. x 13 7/8 in. (42.55 cm x 35.24 cm),,Gift of the Artist,
5278,2003.054,Alex Katz,,Morning,2001,2003,Woodblock on paper,"woodcuts (prints) AAT:(300041405), paper (fiber product) AAT:(300014109)",35 3/4 in. x 35 in. (90.81 cm x 88.9 cm),,Gift of the Artist,
526,2004.158.A,Nina Katchadourian,,"The Nightgown Pictures, Or the Story About Why Stina's First Nightgown Became Too Small","2003, (PRINTED 2004)",2004,Archival digital c print on paper,"chromogenic color prints AAT:(300236285), paper (fiber product) AAT:(300014109)",14 in. x 13 in. (35.56 cm x 33.02 cm),,The Lunder Collection,
527,2004.158.B,Nina Katchadourian,,"The Nightgown Pictures, Or the Story About Why Stina's First Nightgown Became Too Small","2003, (PRINTED 2004)",2004,Archival digital c print on paper,"chromogenic color prints AAT:(300236285), paper (fiber product) AAT:(300014109)",14 in. x 13 in. (35.56 cm x 33.02 cm),,The Lunder Collection,
528,2004.158.C,Nina Katchadourian,,"The Nightgown Pictures, Or the Story About Why Stina's First Nightgown Became Too Small","2003, (PRINTED 2004)",2004,Archival digital c print on paper,"chromogenic color prints AAT:(300236285), paper (fiber product) AAT:(300014109)",14 in. x 13 in. (35.56 cm x 33.02 cm),,The Lunder Collection,
529,2004.158.D,Nina Katchadourian,,"The Nightgown Pictures, Or the Story About Why Stina's First Nightgown Became Too Small","2003, (PRINTED 2004)",2004,Archival digital c print on paper,"chromogenic color prints AAT:(300236285), paper (fiber product) AAT:(300014109)",14 in. x 13 in. (35.56 cm x 33.02 cm),,The Lunder Collection,
